África,neu,60.358519,1
África subsahariana,neu,67.480155,1
África subsahariana,neg,35.97236,1
A330,pos,64.802312,1
Abdirahman,neg,71.527157,1
Abena Hagan,pos,53.878273,1
Abiy Ahmed,neg,69.260979,20
Abortion Supreme Court,pos,62.990549,1
abril,pos,35.798838,1
Academia de Ciencias de Estados Unidos,neu,51.125566,1
acting inspector,neu,86.67604,1
Action Plus,neg,49.652109,1
activiste,neg,41.785567,1
Addis Ababa,neg,63.320083,2
Aden Range Marwa,neu,59.226586,1
ADHD,neg,52.716935,1
Afghan,neg,85.071833,9
Afghan,neg,92.737996,8
Afghan Air Force,neg,45.029045,7
Afghan government,neg,60.045197,2
Afghan government,neu,84.827677,1
Afghanistan,neg,71.147207,15
Afghanistan,neg,44.181132,3
Afghanistan Analysts Network,neg,75.727059,1
Afghans,neg,73.800543,1
AFP,pos,49.999916,1
AFP,neu,64.578451,1
AFP,neg,50.224535,1
AFP,neg,60.27912,2
AFP,neu,39.271634,1
AFP,pos,66.770847,2
AFP,neg,65.272641,1
AFP,neu,66.096455,2
AFP,neu,78.259531,1
AFP,neg,79.645549,1
AFP,pos,40.439976,3
AFP,neg,56.091967,1
AFP,pos,39.652449,1
AFP news agency,neu,75.653048,1
Africa,neg,52.988801,6
Afrika,neu,57.032653,1
Afrique,neu,46.591933,1
Afrique,neu,93.562908,3
Agencia Internacional de la Energía,neu,34.085987,1
Airbus,pos,62.160667,1
AIS,neg,41.4938,3
Akilov Rakhmat Akilov,neg,99.047745,29
Al Shabab,neg,38.389875,1
Alastair Bentley,neg,99.33756,7
Alberto Malinverno,pos,39.734231,3
Alexander Graham Bell,pos,71.377635,1
Alfred Thorpe,pos,41.89214,1
Algiers Peace Agreement,neg,38.212536,1
Alice Marie Johnson,neg,65.420326,5
Alma Road,neu,51.940842,1
América,pos,37.453439,1
América Latina,neu,96.277388,3
América Latina,neu,47.541344,1
ambassadors,pos,84.426508,1
Amelia Butterly,neu,57.002682,1
America,pos,43.431515,1
America,neg,49.779283,1
American,neg,51.304693,2
American,pos,53.759568,2
Americans,pos,62.571885,1
Amnesty International,neu,54.168856,1
Amnesty International,pos,58.743254,1
an hour,neg,54.956393,1
an hour,neu,90.725323,2
an hour,neg,78.68002,1
an hour,neg,61.349228,2
